Age,Employment,RemoteWork,EdLevel,LearnCodeCoursesCert,YearsCodePro,DevType,OrgSize,Country,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,AISelect,ICorPM,Industry,ConvertedCompYearly,learnedCodeViaBooksPhysicalmedia,learnedCodeViaCodingBootcamp,learnedCodeViaFriendorfamilymember,learnedCodeViaHackathonsvirtualorinperson,learnedCodeViaOnlineCoursesorCertification,learnedCodeViaOnthejobtraining,learnedCodeViaOtheronlineresourcesegvideosblogsforum,learnedCodeViaSchoolieUniversityCollegeetc,languageUsedCfamily,languageUsedHTMLCSS,languageUsedJavafamily,languageUsedJulia,languageUsedMATLAB,languageUsedPython,languageUsedR,languageUsedRuby,languageUsedSQL,languageUsedSwift,languageUsedVBA
45-54 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",1,28,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",145000.0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
25-34 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,13,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,300000.0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,21,Engineering manager,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",270000.0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,28,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,0,Individual contributor,Advertising Services,165000.0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,4,"Developer, front-end",500 to 999 employees,United States of America,0,0,1,1,1,1,Individual contributor,Healthcare,112992.0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,0,1,"Developer, QA or test","1,000 to 4,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,Retail and Consumer Services,49000.0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",0,9,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",90000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",105000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",1,8,Educator,20 to 99 employees,United States of America,0,0,1,1,1,1,People manager,Higher Education,100000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,19,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,Healthcare,143000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,35,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,16,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,People manager,Insurance,160000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, front-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,160000.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
65 years or older,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,35,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",1,12,Educator,100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Higher Education,105000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0,3,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Retail and Consumer Services,191000.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",170000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,19,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,200000.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0
45-54 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,30,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,Advertising Services,350000.0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,10,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Insurance,160000.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,12,"Developer, full-stack",100 to 499 employees,United States of America,0,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",180000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,32,"Developer, mobile",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",140000.0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,31,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",88000.0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,300000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
45-54 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,0,25,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,64000.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,"Engineer, data",20 to 99 employees,United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",90000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
55-64 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,30,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",225000.0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8,Engineering manager,500 to 999 employees,United States of America,0,1,1,1,1,1,People manager,Healthcare,310000.0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,7,"Developer, back-end","10,000 or more employees",United States of America,1,0,0,1,1,0,Individual contributor,Financial Services,125000.0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,11,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,405000.0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,"Developer, full-stack","5,000 to 9,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,Financial Services,76220.0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,10,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Higher Education,144000.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
55-64 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,28,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,0,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",132000.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,23,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,0,0,1,1,0,Individual contributor,Financial Services,180000.0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, part-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,12,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,9,Engineering manager,20 to 99 employees,United States of America,1,1,1,1,1,0,People manager,Retail and Consumer Services,188000.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
18-24 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,1,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",50000.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Manufacturing, Transportation, or Supply Chain",148000.0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,2,Data or business analyst,20 to 99 employees,United States of America,0,0,0,1,1,0,Individual contributor,Healthcare,120000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",175000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,18,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,1800000.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
35-44 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, embedded applications or devices",20 to 99 employees,United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",75000.0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, QA or test","10,000 or more employees",United States of America,0,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",110000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Engineer, site reliability","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",122018.0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,30,"Developer, back-end","10,000 or more employees",United States of America,0,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",620000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,22,DevOps specialist,"10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,Retail and Consumer Services,135000.0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0
18-24 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,3,"Developer, embedded applications or devices","10,000 or more employees",United States of America,1,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",105000.0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,20,Security professional,500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,Advertising Services,212000.0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,27,"Developer, back-end",100 to 499 employees,United States of America,1,1,0,1,1,0,Individual contributor,Financial Services,180000.0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,2,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,0,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",97500.0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,Less than 1 year,"Developer, embedded applications or devices","1,000 to 4,999 employees",United States of America,1,0,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",108000.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,12,"Developer, back-end",10 to 19 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",250000.0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,150000.0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,33,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",380000.0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,1,30,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",90000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",193200.0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
45-54 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,28,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,275000.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Insurance,160000.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,7,"Developer, back-end","10,000 or more employees",United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",351427.0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,9,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,Higher Education,70000.0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,Engineering manager,"10,000 or more employees",United States of America,1,1,0,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",354000.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,29,Engineering manager,100 to 499 employees,United States of America,1,0,1,1,1,0,People manager,Higher Education,95000.0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,23,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",160000.0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,120000.0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,33,Scientist,500 to 999 employees,United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",176000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
45-54 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,28,Developer Advocate,500 to 999 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8,"Developer, back-end","5,000 to 9,999 employees",United States of America,1,0,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",75000.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,2,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,0,People manager,Insurance,80000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,42,Product manager,"1,000 to 4,999 employees",United States of America,1,1,1,0,1,0,People manager,"Information Services, IT, Software Development, or other Technology",140000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,19,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,257000.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,4,"Developer, back-end","5,000 to 9,999 employees",United States of America,0,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",250000.0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,5,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,0,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",70000.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,14,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,192000.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,30,"Developer, mobile","5,000 to 9,999 employees",United States of America,0,0,0,1,1,0,Individual contributor,Advertising Services,200000.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,"Developer, front-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,245000.0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,30,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",185000.0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,5,"Developer, back-end",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,140000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,8,Cloud infrastructure engineer,"10,000 or more employees",United States of America,0,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",243000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,17,"Developer, back-end","5,000 to 9,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",230000.0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,27,Data or business analyst,100 to 499 employees,United States of America,1,1,1,1,1,0,People manager,Wholesale,120000.0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,9,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,130000.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,23,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,240000.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",78000.0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,21,DevOps specialist,"5,000 to 9,999 employees",United States of America,1,0,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",138000.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,20,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",230000.0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0
45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,24,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",284000.0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0
55-64 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,36,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",180000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
